time,bytes
0,16357785.6
1,16567500.8
2,16567500.8
3,16567500.8
4,16567500.8
5,16567500.8
6,16567500.8
7,16567500.8
8,16567500.8
9,15518924.8
10,0.0
11,0.0
12,0.0
13,0.0
14,3449815.04
15,10695475.2
16,10905190.4
17,11114905.6
18,11114905.6
19,11114905.6
20,11219763.2
21,11324620.8
22,11324620.8
23,11324620.8
24,11324620.8
25,11429478.4
26,11429478.4
27,11429478.4
28,11429478.4
29,11010048.0
30,0.0
31,0.0
32,0.0
33,3617587.2
34,11429478.4
35,11429478.4
36,11429478.4
37,11429478.4
38,11534336.0
39,11534336.0
40,11534336.0
41,11429478.4
42,11429478.4
43,11534336.0
44,11534336.0
45,11534336.0
46,11534336.0
47,11534336.0
48,11534336.0
49,8399093.76
50,2841640.96
51,11639193.6
52,11534336.0
53,11639193.6
54,11639193.6
55,11639193.6
56,11534336.0
57,11639193.6
58,11534336.0
59,11639193.6
59,89804.8
