time,count
10,12
11,12
12,8
13,8
14,4
15,4
16,13
17,7
18,8
19,6
20,2
21,1
22,0
23,2
24,115
25,0
26,0
27,0
28,0
29,0
30,0
31,0
32,0
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,2
41,1
42,0
43,2
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,1
60,2
61,0
62,15
63,0
64,0
65,23
66,0
67,0
68,0
69,0
