time,count
5,16
6,0
7,8
8,5
9,0
10,21
11,1
12,3
13,19
14,3
15,1
16,3
17,6
18,8
19,5
20,2
21,1
22,0
23,2
24,3
25,1
26,0
27,0
28,1
29,0
30,0
31,0
32,1
33,0
34,0
35,0
36,0
37,0
38,0
39,0
40,0
41,1
42,0
43,0
44,0
45,0
46,0
47,0
48,0
49,0
50,0
51,0
52,0
53,0
54,0
55,0
56,0
57,0
58,0
59,0
60,0
61,1
62,0
63,0
69,0
